Name,Label,MQ2_1,MQ4_1,MQ6_1,MQ9_1,MQ135_1,MQ136_1,MQ137_1,MQ138_1
ARS1_1,2,0.158900902,0.149571394,0.371854152,0.202350857,0.128018606,0.134332343,0.138310324,0.189881776
ARS1_1,2,0.162679142,0.158008984,0.372450535,0.195151168,0.128234975,0.131215475,0.134578542,0.1893745
ARS1_1,2,0.159224334,0.148395877,0.373646113,0.20089158,0.12737215,0.134576193,0.137943294,0.188362485
ARS1_1,2,0.159224334,0.147103691,0.368886305,0.201376918,0.130313099,0.136175784,0.138924822,0.185086329
ARS1_1,2,0.15987407,0.149834285,0.379071426,0.205794358,0.132320438,0.135188416,0.139419035,0.190135414
ARS1_1,2,0.15987407,0.151424176,0.37394551,0.19641356,0.131535307,0.135065669,0.137455978,0.186595474
ARS1_1,2,0.159224334,0.148916881,0.375446111,0.205464198,0.131423627,0.135804387,0.138187787,0.186595474
ARS1_1,2,0.159711241,0.151290828,0.375446111,0.20761991,0.12954267,0.135804387,0.137091925,0.187099368
ARS1_1,2,0.162178936,0.15222734,0.374845308,0.200246171,0.128886814,0.135680851,0.138924822,0.191405294
ARS1_1,2,0.161185201,0.15439661,0.373346716,0.205464198,0.127910622,0.136424171,0.140039994,0.191914261
ARS1_1,2,0.161846656,0.151557686,0.371854152,0.206954463,0.12834336,0.137423767,0.140164636,0.191405294
ARS1_1,2,0.159548704,0.152496302,0.367116448,0.203329222,0.129104951,0.136673149,0.138065468,0.1878569
ARS1_1,2,0.159711241,0.150891756,0.369478267,0.199442089,0.130645004,0.136673149,0.137943294,0.188362485
ARS1_1,2,0.158096598,0.148006683,0.369182085,0.200568643,0.130423653,0.136175784,0.139915497,0.190389052
ARS1_1,2,0.158256967,0.150097742,0.367705597,0.201863422,0.12921422,0.136424171,0.139419035,0.18886807
ARS1_1,2,0.158256967,0.151290828,0.368000573,0.199281786,0.130092391,0.136299911,0.139791218,0.189121708
ARS1_1,2,0.158739596,0.15236174,0.369182085,0.199442089,0.131647067,0.135928054,0.137943294,0.18886807
ARS1_1,2,0.157457409,0.147877302,0.36535503,0.199121249,0.130423653,0.136175784,0.138187787,0.1878569
ARS1_1,2,0.158096598,0.148656096,0.368590927,0.200730111,0.130645004,0.135680851,0.139419035,0.189121708
ARS1_1,2,0.154782354,0.148395877,0.366234734,0.200730111,0.130092391,0.135188416,0.13769931,0.184835228
ARS1_1,2,0.157936464,0.150097742,0.369774449,0.201539086,0.129652422,0.135311295,0.138555688,0.18886807
ARS1_1,2,0.156032901,0.149834285,0.367411022,0.199121249,0.130092391,0.135311295,0.138065468,0.187352161
ARS1_1,2,0.155718843,0.150361847,0.370071033,0.197206458,0.128886814,0.134089084,0.135171481,0.187604108
ARS1_1,2,0.158578466,0.149440233,0.368590927,0.207953566,0.128560372,0.135188416,0.137821266,0.191150811
ARS1_1,2,0.160037075,0.1571655,0.365941365,0.197206458,0.128669079,0.136299911,0.139171638,0.190389052
ARS1_1,2,0.158256967,0.146590945,0.365941365,0.196572,0.128669079,0.135680851,0.139048158,0.19064269
ARS1_1,2,0.153853951,0.146718869,0.369774449,0.190790114,0.130202704,0.135680851,0.138432933,0.187099368
ARS1_1,2,0.154782354,0.147877302,0.369478267,0.202350857,0.128234975,0.13543437,0.139295264,0.189628138
ARS1_1,2,0.156505628,0.147489808,0.366528505,0.198961178,0.127802719,0.13543437,0.139542951,0.189881776
ARS1_1,2,0.155405782,0.147877302,0.36418477,0.197047785,0.127802719,0.136175784,0.138432933,0.187352161
ARS1_1,2,0.154782354,0.152496302,0.366822275,0.199602626,0.12737215,0.135804387,0.139171638,0.1893745
ARS1_1,2,0.157936464,0.150891756,0.366234734,0.19673044,0.127157629,0.135065669,0.138310324,0.189628138
ARS1_1,2,0.157457409,0.15439661,0.369774449,0.198961178,0.127694896,0.135680851,0.138924822,0.1893745
ARS1_1,2,0.157936464,0.147489808,0.367705597,0.199763396,0.128669079,0.13543437,0.138187787,0.19064269
ARS1_1,2,0.15682197,0.148136306,0.36535503,0.200246171,0.128886814,0.13543437,0.138678587,0.189881776
ARS1_2,2,0.156269065,0.133506418,0.302656704,0.038200509,0.102323351,0.080895426,0.133732026,0.999176144
ARS1_2,2,0.158428369,0.129565396,0.312500988,0.038630594,0.104215369,0.0829219,0.136428212,1.004571731
ARS1_2,2,0.151488189,0.131936944,0.313252481,0.039265643,0.103199441,0.08446842,0.131751452,1.019060068
ARS1_2,2,0.151634437,0.135840027,0.310258145,0.039117618,0.103959904,0.081315351,0.137341371,1.000073088
ARS1_2,2,0.151927561,0.134229129,0.313001586,0.03981617,0.104471854,0.083030835,0.138377498,0.997382255
ARS1_2,2,0.154301361,0.130673376,0.318054098,0.039464411,0.104471854,0.08379993,0.135409548,1.000073088
ARS1_2,2,0.15596399,0.123586479,0.319074385,0.038582427,0.103199441,0.082704738,0.13462363,1.015424559
ARS1_2,2,0.156421854,0.136581947,0.32086854,0.039917606,0.102697369,0.084918943,0.133067894,1.002771876
ARS1_2,2,0.153702973,0.129703126,0.317036793,0.038970484,0.102947922,0.086527044,0.136201013,1.000073088
ARS1_2,2,0.15236863,0.132362198,0.319841988,0.038727219,0.099407139,0.085032167,0.132627322,0.996485311
ARS1_2,2,0.152959659,0.131373088,0.318308871,0.039414569,0.100727219,0.083359039,0.13462363,1.017240325
ARS1_2,2,0.155205076,0.135397784,0.316276351,0.040327515,0.102947922,0.085716818,0.136087687,0.996485311
ARS1_2,2,0.152959659,0.124230307,0.318054098,0.039464411,0.102075187,0.085831804,0.136883882,1.000073088
ARS1_2,2,0.150325444,0.131373088,0.320098253,0.039564404,0.102697369,0.084580687,0.134847645,1.005474642
ARS1_2,2,0.152074374,0.131936944,0.325529942,0.039664805,0.101092031,0.081420877,0.134959789,1.013610783
ARS1_2,2,0.15385224,0.135250864,0.315265013,0.039664805,0.102822525,0.08446842,0.134511759,1.000073088
ARS1_2,2,0.15490302,0.129979239,0.316783213,0.040121718,0.103451954,0.083030835,0.136314612,0.999176144
ARS1_2,2,0.15236863,0.132504415,0.323708938,0.039614556,0.102323351,0.085259401,0.1356352,1.001870954
ARS1_2,2,0.150905213,0.121935334,0.330262347,0.039216198,0.100606063,0.084805948,0.136314612,1.009989196
ARS1_2,2,0.149175153,0.135397784,0.33265525,0.039265643,0.099883981,0.085716818,0.136998118,1.000073088
ARS1_2,2,0.15490302,0.12929059,0.327624516,0.040849538,0.10158173,0.084580687,0.137341371,0.995588366
ARS1_2,2,0.155356481,0.129703126,0.32920447,0.040379235,0.098933866,0.083359039,0.134959789,0.994693411
ARS1_2,2,0.153405069,0.132362198,0.327887046,0.040482985,0.103832547,0.084356402,0.134176964,1.015424559
ARS1_2,2,0.149892614,0.13481154,0.326052318,0.040224403,0.102822525,0.086410526,0.136087687,0.997382255
ARS1_2,2,0.151342194,0.138387853,0.323968485,0.038534357,0.10332559,0.085716818,0.137456062,0.996485311
ARS1_2,2,0.151196324,0.134374351,0.333189558,0.040173012,0.100243989,0.083359039,0.13440007,1.001870954
ARS1_2,2,0.149748757,0.134084081,0.33265525,0.03971516,0.101704739,0.083689349,0.137226862,1.007278475
ARS1_2,2,0.147472895,0.127391165,0.331323506,0.040224403,0.101458963,0.084021803,0.135748071,1.000073088
ARS1_2,2,0.152221439,0.134519834,0.333189558,0.040275911,0.100364447,0.083910742,0.136087687,0.997382255
ARS1_2,2,0.150759971,0.131092532,0.331855726,0.041872005,0.101092031,0.080582791,0.139539866,1.000073088
ARS1_2,2,0.152811587,0.1280647,0.339945235,0.041707821,0.100970203,0.083030835,0.137685716,1.009989196
ARS1_2,2,0.15236863,0.133362547,0.339126917,0.039765612,0.101336411,0.084133093,0.13597436,0.994693411
ARS1_2,2,0.147191786,0.133075588,0.325529942,0.040070531,0.100848591,0.08446842,0.135296949,0.995588366
ARS1_2,2,0.150905213,0.12929059,0.332121836,0.040744258,0.099526014,0.084244633,0.13780077,0.999176144
ARS1_2,2,0.151634437,0.134519834,0.340218505,0.041817157,0.096054425,0.082380709,0.13780077,1.012703894
ARS1_2,2,0.149892614,0.138084386,0.328150173,0.041061405,0.099883981,0.080168975,0.138493189,1.000972021
ARS1_2,2,0.152074374,0.135987949,0.328150173,0.041061405,0.103073561,0.081420877,0.13440007,0.998279199
ARS1_2,2,0.143740849,0.129565396,0.331057992,0.041008271,0.103199441,0.084133093,0.135072024,1.000972021
ARS1_2,2,0.14649244,0.130812891,0.33265525,0.041598939,0.100485148,0.083689349,0.135296949,1.001870954
ARS1_2,2,0.146911494,0.132646849,0.338582465,0.041653322,0.098464109,0.083249414,0.136769828,0.995588366
ARS1_2,2,0.150905213,0.130673376,0.336955076,0.042822554,0.100003769,0.082704738,0.134959789,0.993798455
ARS1_2,2,0.15003666,0.133650464,0.329732812,0.04138257,0.09834722,0.082488496,0.137341371,0.998279199
ARS1_2,2,0.153702973,0.134084081,0.337496545,0.041817157,0.096847283,0.082704738,0.137226862,1.015424559
ARS1_2,2,0.147332246,0.135692366,0.335874526,0.042147984,0.095829745,0.080895426,0.137112445,1.000073088
ARS1_2,2,0.151050705,0.13481154,0.33345716,0.042259209,0.098933866,0.082165826,0.137341371,1.000073088
ARS1_2,2,0.150614919,0.138997923,0.33265525,0.043108845,0.099407139,0.080895426,0.135296949,0.994693411
ARS1_2,2,0.14761367,0.126589833,0.330262347,0.042370908,0.100727219,0.081951862,0.138261898,1.014517671
ARS1_2,2,0.148747041,0.134374351,0.336414503,0.042539362,0.09834722,0.081845225,0.135296949,0.997382255
ARS1_2,2,0.14761367,0.132646849,0.333992662,0.042993951,0.100485148,0.082058729,0.136314612,0.993798455
ARS1_2,2,0.144421954,0.131654559,0.330527264,0.043573446,0.099526014,0.082380709,0.134511759,0.997382255
ARS1_2,2,0.143876718,0.133650464,0.338039206,0.042426937,0.099170059,0.082165826,0.134176964,0.995588366
ARS1_2,2,0.144148958,0.136284447,0.334797854,0.042203539,0.099883981,0.080686786,0.13597436,0.993798455
ARS1_2,2,0.149032239,0.127391165,0.337496545,0.043456529,0.099526014,0.08314,0.136769828,0.995588366
ARS1_2,2,0.151927561,0.129016655,0.342688079,0.042314996,0.099407139,0.084356402,0.13597436,0.992010533
ARS1_2,2,0.146075021,0.137179952,0.335874526,0.042483091,0.098816091,0.0829219,0.137456062,1.012703894
ARS1_2,2,0.147754697,0.137330052,0.331057992,0.041707821,0.096167046,0.080168975,0.139073464,0.994693411
ARS1_2,2,0.151342194,0.136284447,0.327099455,0.042879571,0.099051855,0.079452998,0.137915825,1.000972021
ARS1_2,2,0.149892614,0.130117622,0.33345716,0.042147984,0.102572455,0.083468912,0.136428212,0.996485311
ARS1_2,2,0.147895849,0.137781877,0.338582465,0.041926958,0.099051855,0.083689349,0.132627322,1.012703894
ARS1_2,2,0.147472895,0.131654559,0.340492073,0.041114655,0.099170059,0.080272108,0.13780077,0.995588366
ARS1_2,2,0.148037253,0.134084081,0.335605134,0.041817157,0.098581213,0.080066052,0.133621065,1.000073088
ARS1_2,2,0.147332246,0.135987949,0.338582465,0.042708909,0.096167046,0.081951862,0.134735592,0.997382255
ARS1_2,2,0.148747041,0.132789544,0.34241272,0.042708909,0.096279909,0.082273153,0.136769828,1.009084296
ARS1_2,2,0.148462534,0.129565396,0.338310686,0.042652271,0.099288478,0.082058729,0.138377498,0.991117566
ARS1_2,2,0.150614919,0.132504415,0.335874526,0.044406488,0.100727219,0.082380709,0.137341371,0.993798455
ARS1_2,2,0.149461546,0.132932457,0.335874526,0.043573446,0.098933866,0.081845225,0.138493189,0.994693411
ARS1_2,2,0.148604693,0.13823601,0.336684491,0.043224233,0.09834722,0.081738798,0.136314612,1.012703894
ARS1_2,2,0.148747041,0.132362198,0.331057992,0.043456529,0.101092031,0.082165826,0.135748071,0.998279199
ARS1_2,2,0.146911494,0.135250864,0.328676724,0.043749791,0.09834722,0.082165826,0.136883882,0.995588366
ARS1_2,2,0.146771599,0.134665578,0.331589318,0.043986733,0.097997868,0.083030835,0.137570843,0.992010533
ARS1_2,2,0.144695641,0.136136089,0.333992662,0.043166472,0.096733401,0.082273153,0.137112445,1.010894095
ARS1_2,2,0.146075021,0.133075588,0.330527264,0.041653322,0.096733401,0.079554637,0.137915825,0.996485311
ARS1_2,2,0.147895849,0.129565396,0.333189558,0.041982038,0.097419919,0.082813214,0.134511759,0.999176144
ARS1_2,2,0.145383035,0.129153514,0.327099455,0.042259209,0.097419919,0.07996334,0.134735592,0.997382255
ARS1_2,2,0.140796464,0.132646849,0.330792479,0.042539362,0.097419919,0.081845225,0.1356352,1.007278475
ARS1_2,2,0.143334376,0.133362547,0.32920447,0.043690877,0.097419919,0.081315351,0.138493189,0.994693411
ARS1_2,2,0.143740849,0.136731089,0.328676724,0.042936703,0.09719022,0.07844788,0.137112445,1.002771876
ARS1_2,2,0.140401439,0.128335629,0.334529357,0.043398264,0.097419919,0.080168975,0.136541993,0.989331632
ARS1_2,2,0.146911494,0.127929583,0.334797854,0.044225797,0.096847283,0.081526634,0.137570843,1.009084296
ARS1_2,2,0.147191786,0.130117622,0.330527264,0.043986733,0.098816091,0.081951862,0.140596093,0.990224599
ARS1_2,2,0.14761367,0.132504415,0.329468492,0.044588399,0.099170059,0.078647253,0.137915825,0.990224599
ARS1_2,2,0.143334376,0.132504415,0.322414485,0.042203539,0.098698531,0.08079101,0.138841081,0.994693411
ARS1_2,2,0.14360517,0.133650464,0.327099455,0.042314996,0.098933866,0.079758568,0.138957227,1.012703894
ARS1_2,2,0.14649244,0.135104205,0.332922255,0.043749791,0.095605898,0.079452998,0.139073464,0.990224599
ARS1_2,2,0.144695641,0.134084081,0.327624516,0.044106004,0.097419919,0.081632601,0.137112445,0.994693411
ARS1_2,2,0.141857371,0.135397784,0.327887046,0.043108845,0.093735648,0.079554637,0.139189882,0.988440654
ARS1_2,2,0.147754697,0.13481154,0.331855726,0.042092556,0.096167046,0.079656507,0.139189882,1.013610783
ARS1_2,2,0.144970083,0.129565396,0.33345716,0.042879571,0.097304962,0.081210034,0.137570843,0.997382255
ARS1_2,2,0.144558703,0.130117622,0.334529357,0.04446699,0.098230546,0.080895426,0.135409548,0.986658698
ARS1_2,2,0.145659301,0.128607386,0.332922255,0.043986733,0.096619706,0.0829219,0.13780077,0.992903499
ARS1_3,2,0.266534697,0.274321433,0.354113515,0.234246507,0.321276279,0.186187694,0.274743437,0.198259498
ARS1_3,2,0.265114406,0.27511917,0.355994842,0.234443195,0.315240171,0.187845147,0.278615868,0.199230409
ARS1_3,2,0.261375295,0.276187987,0.35442616,0.24221857,0.31496924,0.189859764,0.278615868,0.197774425
ARS1_3,2,0.262071161,0.277802355,0.355052578,0.242016418,0.321832275,0.192246452,0.285370411,0.197290117
ARS1_3,2,0.26230362,0.278343495,0.355994842,0.237211399,0.315511469,0.195901458,0.287267522,0.196805809
ARS1_3,2,0.264408105,0.280522877,0.358206328,0.237409908,0.308553902,0.193108375,0.28162012,0.197774425
ARS1_3,2,0.265586738,0.281897392,0.355680503,0.240406489,0.312812254,0.193281367,0.286554381,0.197290117
ARS1_3,2,0.266772511,0.283559506,0.353177843,0.245058893,0.317418449,0.197674534,0.286554381,0.198502034
ARS1_3,2,0.267248688,0.282449846,0.357572753,0.242825025,0.309611744,0.197318153,0.287505892,0.196564037
ARS1_3,2,0.265350435,0.277532408,0.356625027,0.247309515,0.315240171,0.194323833,0.287505892,0.196805809
ARS1_3,2,0.266534697,0.283559506,0.357572753,0.24689902,0.31769195,0.195549393,0.291833984,0.198259498
ARS1_3,2,0.268204473,0.289488852,0.358523681,0.242016418,0.318514655,0.198748578,0.293049869,0.198987873
ARS1_3,2,0.267487188,0.290638336,0.35473918,0.246284551,0.315782951,0.201468404,0.297975068,0.196564037
ARS1_3,2,0.265114406,0.286926159,0.362039608,0.251444338,0.31361899,0.195901458,0.291833984,0.19535671
ARS1_3,2,0.262536353,0.286079207,0.36821998,0.251236358,0.31361899,0.194323833,0.292319589,0.195115704
ARS1_3,2,0.263002643,0.285797606,0.363976307,0.251861025,0.317418449,0.197318153,0.29500805,0.198502034
ARS1_3,2,0.2677261,0.2892025,0.363652551,0.248956961,0.31496924,0.197496245,0.298473085,0.200203616
ARS1_3,2,0.270129775,0.292084582,0.364624949,0.249163483,0.317145132,0.198748578,0.296240089,0.198744571
ARS1_3,2,0.267248688,0.290062802,0.367234962,0.25521383,0.312812254,0.199469086,0.299221882,0.19704758
ARS1_3,2,0.263704139,0.287492755,0.366907251,0.256057768,0.311473752,0.199469086,0.295993247,0.198502034
ARS1_3,2,0.266534697,0.290062802,0.365926942,0.256480648,0.314698676,0.197674534,0.297478037,0.198987873
ARS1_3,2,0.268924367,0.288345817,0.361718112,0.253532875,0.319064593,0.198928435,0.296487127,0.200690984
ARS1_3,2,0.269164927,0.291794496,0.362039608,0.249370006,0.314698676,0.198031698,0.295500156,0.197774425
ARS1_3,2,0.267248688,0.294420094,0.359159704,0.252278077,0.315782951,0.19928864,0.297230014,0.196564037
ARS1_3,2,0.266772511,0.293541123,0.362361481,0.255003301,0.310142226,0.200193026,0.296240089,0.198259498
ARS1_3,2,0.267010462,0.290926839,0.36821998,0.255424724,0.319064593,0.200920399,0.298473085,0.195839488
ARS1_3,2,0.264408105,0.289775658,0.36821998,0.259670274,0.315511469,0.201651498,0.299471875,0.196322266
ARS1_3,2,0.265114406,0.291215567,0.363006168,0.274103544,0.32099874,0.199830565,0.297478037,0.196564037
ARS1_3,2,0.266534697,0.294714027,0.365275098,0.267680218,0.325194132,0.197318153,0.297478037,0.195115704
ARS1_3,2,0.265823316,0.293541123,0.364624949,0.259243388,0.312008272,0.197140355,0.301734421,0.198744571
ARS1_3,2,0.265586738,0.295302911,0.367891138,0.25584651,0.319615633,0.200738286,0.299471875,0.197531888
ARS1_3,2,0.267487188,0.296485997,0.36821998,0.267461311,0.328029914,0.201285507,0.301986976,0.197290117
ARS1_3,2,0.267010462,0.296189575,0.366907251,0.267899853,0.312812254,0.200556271,0.29872229,0.196564037
ARS1_3,2,0.268444209,0.297080086,0.36430044,0.254372442,0.310673992,0.200738286,0.300475,0.196805809
ARS1_3,2,0.267487188,0.300681048,0.371196125,0.251861025,0.309876801,0.199469086,0.299972846,0.194874697
ARS1_3,2,0.265586738,0.295893606,0.366253335,0.256057768,0.310408017,0.19928864,0.303762734,0.195839488
ARS1_3,2,0.265350435,0.295598089,0.364949835,0.258816502,0.308553902,0.197496245,0.297975068,0.196080494
ARS1_3,2,0.263236201,0.294714027,0.358841598,0.262893046,0.31361899,0.198389746,0.300223825,0.192471519
ARS1_3,2,0.266060169,0.297080086,0.363652551,0.260312425,0.31496924,0.202939429,0.302239924,0.192232043
ARS1_3,2,0.265586738,0.300984032,0.367562862,0.259243388,0.313080983,0.20405221,0.304783195,0.193671961
ARS1_3,2,0.266534697,0.30311714,0.371196125,0.258390708,0.312276083,0.203309441,0.30325408,0.191036192
ARS1_3,2,0.264878652,0.298273468,0.360755884,0.264625359,0.307763686,0.200920399,0.302239924,0.190796716
ARS1_3,2,0.264643173,0.294420094,0.363976307,0.267461311,0.312276083,0.201834788,0.301229707,0.192471519
ARS1_3,2,0.264878652,0.295598089,0.365926942,0.262893046,0.31496924,0.201285507,0.302493069,0.194152443
ARS1_3,2,0.265114406,0.296782759,0.367562862,0.26375811,0.309611744,0.202202053,0.303000147,0.19704758
ARS1_3,2,0.265350435,0.292957217,0.366907251,0.268558758,0.30934687,0.202202053,0.301229707,0.198259498
ARS1_3,2,0.267010462,0.295008299,0.36430044,0.272096232,0.312008272,0.203680335,0.305038901,0.197290117
ARS1_3,2,0.266772511,0.295893606,0.363329171,0.268558758,0.320721568,0.203124288,0.304017456,0.198502034
ARS1_3,2,0.265586738,0.295302911,0.363006168,0.259670274,0.31361899,0.204238442,0.306578851,0.197290117
ARS1_3,2,0.266534697,0.295302911,0.361396993,0.260098253,0.312544077,0.202754766,0.30325408,0.198016961
ARS1_3,2,0.266534697,0.301895587,0.366253335,0.264191552,0.312812254,0.205360834,0.302746411,0.197774425
ARS1_3,2,0.264408105,0.296485997,0.365926942,0.260740768,0.312276083,0.203680335,0.302239924,0.197290117
ARS1_3,2,0.262536353,0.293541123,0.361718112,0.264625359,0.310940334,0.203309441,0.301229707,0.197290117
ARS1_3,2,0.261607067,0.299774925,0.359159704,0.259456831,0.311473752,0.205173229,0.303000147,0.196564037
ARS1_3,2,0.261143935,0.296189575,0.358841598,0.260526596,0.306975857,0.20461169,0.30325408,0.199473711
ARS1_3,2,0.263236201,0.302505402,0.359478187,0.264191552,0.312812254,0.203680335,0.308128454,0.200203616
ARS1_3,2,0.264408105,0.310600327,0.355052578,0.259456831,0.318514655,0.204424968,0.306064484,0.200447683
ARS1_3,2,0.267248688,0.307137393,0.362683731,0.268558758,0.316327015,0.205548733,0.305295001,0.200690984
ARS1_3,2,0.269405624,0.307762821,0.367234962,0.268558758,0.306975857,0.201468404,0.29872229,0.197531888
ARS1_3,2,0.265350435,0.302505402,0.371196125,0.27432755,0.304368054,0.20461169,0.304017456,0.200203616
ARS1_3,2,0.26393852,0.294126726,0.371861907,0.265060259,0.307238161,0.2025703,0.301986976,0.200203616
ARS1_3,2,0.261838977,0.298572831,0.36986946,0.276349067,0.312276083,0.205360834,0.302493069,0.199230409
